Date,Timestamp,SensorID,HeartRate,AccNorm
2026-06-01,2026-06-01 10:40:00,V006,132.0,1.0413112928520478
2026-06-01,2026-06-01 10:40:01,V006,132.0,1.0721629495538272
2026-06-01,2026-06-01 10:40:02,V006,132.0,1.0343039523942226
2026-06-01,2026-06-01 10:40:03,V006,132.0,0.9909608904576845
2026-06-01,2026-06-01 10:40:04,V006,131.0,1.1020437116301265
2026-06-01,2026-06-01 10:40:05,V006,131.0,0.9884654113361445
2026-06-01,2026-06-01 10:40:06,V006,130.0,1.0957793089118466
2026-06-01,2026-06-01 10:40:07,V006,130.0,1.0414784040157525
2026-06-01,2026-06-01 10:40:08,V006,129.0,1.2193533318953294
2026-06-01,2026-06-01 10:40:09,V006,129.0,1.3124155555030779
2026-06-01,2026-06-01 10:40:10,V006,129.0,1.0301835346653936
2026-06-01,2026-06-01 10:40:11,V006,129.0,1.448276138873046
2026-06-01,2026-06-01 10:40:12,V006,130.0,1.20823775771457
2026-06-01,2026-06-01 10:40:13,V006,130.0,1.591537842872725
2026-06-01,2026-06-01 10:40:14,V006,130.0,1.1468040486148599
2026-06-01,2026-06-01 10:40:15,V006,130.0,1.1619513121498912
2026-06-01,2026-06-01 10:40:16,V006,130.0,1.0730550019454281
2026-06-01,2026-06-01 10:40:17,V006,130.0,1.0731310147034643
2026-06-01,2026-06-01 10:40:18,V006,130.0,1.0478337707444416
2026-06-01,2026-06-01 10:40:19,V006,130.0,1.0299570547615988
2026-06-01,2026-06-01 10:40:20,V006,130.0,0.9852748757505304
2026-06-01,2026-06-01 10:40:21,V006,130.0,1.1089672574145508
2026-06-01,2026-06-01 10:40:22,V006,130.0,1.0685389429544103
2026-06-01,2026-06-01 10:40:23,V006,130.0,1.0041105705969389
2026-06-01,2026-06-01 10:40:24,V006,129.0,1.1437060835551687
2026-06-01,2026-06-01 10:40:25,V006,129.0,0.9707572076202313
2026-06-01,2026-06-01 10:40:26,V006,129.0,1.1072753009932466
2026-06-01,2026-06-01 10:40:27,V006,129.0,1.0569377938267128
2026-06-01,2026-06-01 10:40:28,V006,129.0,1.0589004895183018
2026-06-01,2026-06-01 10:40:29,V006,129.0,1.0354616757894952
2026-06-01,2026-06-01 10:40:30,V006,130.0,1.0930425829354995
2026-06-01,2026-06-01 10:40:31,V006,131.0,1.1693211194802993
